delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
3202,ecom express,electronics,truck,two day,west,cold,40.9,15.52,00:00.0,00:00.0,no,delivered,3,251.06
3203,xpressbees,furniture,van,standard,central,clear,19.5,9.07,00:00.0,00:00.0,no,delivered,5,124.71
3204,blue dart,documents,ev bike,two day,west,hot,288.3,1.81,00:00.0,00:00.0,no,delivered,5,1446.93
3205,ekart,furniture,scooter,express,central,clear,96,31.75,00:00.0,00:00.0,no,delivered,5,625.25
3206,xpressbees,automobile parts,ev van,same day,north,foggy,142.4,6.44,00:00.0,00:00.0,no,delivered,3,831.32
3207,ecom express,pharmacy,van,two day,central,clear,209.1,43.13,00:00.0,00:00.0,no,delivered,5,1174.89
3208,amazon logistics,automobile parts,bike,two day,south,foggy,153.4,30.64,00:00.0,00:00.0,no,delivered,4,858.92
3209,dhl,furniture,ev van,express,east,foggy,269.9,39.67,00:00.0,00:00.0,yes,delayed,3,1518.51
3210,ekart,fragile items,bike,two day,south,foggy,273,35.54,00:00.0,00:00.0,no,delivered,5,1471.62
3211,ecom express,clothing,van,standard,west,cold,84.1,37.66,00:00.0,00:00.0,no,delivered,5,533.48
3212,ekart,documents,ev bike,standard,central,rainy,129.1,49.14,00:00.0,00:00.0,no,delivered,5,792.92
3213,dhl,documents,van,standard,central,clear,60.9,29.76,00:00.0,00:00.0,no,delivered,5,393.78
3214,ecom express,cosmetics,scooter,express,south,clear,279.4,15.58,00:00.0,00:00.0,no,delivered,3,1493.74
3215,shadowfax,furniture,scooter,same day,east,hot,19,30.21,00:00.0,00:00.0,no,delivered,4,285.63
3216,ekart,documents,ev bike,express,central,rainy,242.1,26.49,00:00.0,00:00.0,yes,delayed,2,1339.97
3217,delhivery,clothing,truck,two day,south,foggy,249.5,10.54,00:00.0,00:00.0,no,delivered,4,1279.12
3218,dhl,groceries,truck,same day,central,hot,263.7,15.55,00:00.0,00:00.0,yes,delayed,3,1465.15
3219,ecom express,clothing,truck,same day,east,cold,195.3,32.9,00:00.0,00:00.0,no,delivered,4,1175.2
3220,dhl,cosmetics,scooter,two day,east,clear,155.2,23.61,00:00.0,00:00.0,no,delivered,3,846.83
3221,xpressbees,fragile items,ev van,express,central,hot,181.5,15.9,00:00.0,00:00.0,yes,delayed,2,1005.2
3222,ekart,automobile parts,scooter,express,central,foggy,58.2,29.21,00:00.0,00:00.0,yes,delayed,3,428.63
3223,xpressbees,documents,ev van,standard,central,stormy,53.5,13.9,00:00.0,00:00.0,no,delivered,4,309.2
3224,xpressbees,groceries,ev bike,two day,north,rainy,237.9,49.12,00:00.0,00:00.0,no,delivered,5,1336.86
3225,shadowfax,furniture,bike,standard,north,clear,164,38.13,00:00.0,00:00.0,no,delivered,5,934.39
3226,xpressbees,furniture,scooter,same day,north,hot,279.7,7.81,00:00.0,00:00.0,yes,delayed,2,1521.93
3227,shadowfax,furniture,truck,two day,east,stormy,81,17.34,00:00.0,00:00.0,no,delivered,4,457.02
3228,dhl,clothing,bike,express,east,foggy,85.5,13.27,00:00.0,00:00.0,yes,delayed,3,517.31
3229,xpressbees,clothing,ev van,standard,south,foggy,153.6,12.87,00:00.0,00:00.0,no,delivered,4,806.61
3230,amazon logistics,groceries,van,same day,west,stormy,24.6,12.02,00:00.0,00:00.0,yes,delayed,2,259.06
3231,amazon logistics,electronics,ev van,express,south,foggy,223,5.04,00:00.0,00:00.0,yes,delayed,2,1180.12
3232,blue dart,electronics,bike,two day,central,cold,50.9,16.41,00:00.0,00:00.0,no,delivered,4,303.73
3233,xpressbees,furniture,bike,express,south,rainy,169.1,2.91,00:00.0,00:00.0,yes,delayed,3,904.23
3234,delhivery,fragile items,truck,express,east,stormy,30.5,38.22,00:00.0,00:00.0,yes,delayed,3,317.16
3235,shadowfax,furniture,ev bike,same day,north,stormy,123.3,9.4,00:00.0,00:00.0,yes,delayed,2,744.7
3236,shadowfax,electronics,ev van,express,north,rainy,168,5.33,00:00.0,00:00.0,yes,delayed,2,905.99
3237,dhl,fragile items,ev bike,two day,north,rainy,159.5,37.79,00:00.0,00:00.0,no,delivered,4,910.87
3238,ecom express,cosmetics,ev bike,same day,north,stormy,292.6,37.67,00:00.0,00:00.0,yes,delayed,2,1632.7206
3239,amazon logistics,documents,bike,two day,north,foggy,201.4,21.1,00:00.0,00:00.0,no,delivered,4,1070.3
3240,delhivery,documents,truck,express,east,cold,160.4,43.67,00:00.0,00:00.0,yes,delayed,2,983.01
3241,blue dart,automobile parts,ev bike,standard,west,rainy,196.4,20.78,00:00.0,00:00.0,no,delivered,4,1044.34
3242,blue dart,furniture,van,standard,west,stormy,222.1,25.6,00:00.0,00:00.0,no,delivered,4,1187.3
3243,ecom express,clothing,ev van,standard,central,foggy,286.5,39.63,00:00.0,00:00.0,no,delivered,5,1551.39
3244,fedex,documents,ev van,two day,east,foggy,45,6.78,00:00.0,00:00.0,no,delivered,4,245.34
3245,xpressbees,documents,ev van,standard,north,stormy,214.5,2.73,00:00.0,00:00.0,no,delivered,5,1080.69
3246,amazon logistics,groceries,ev van,standard,central,hot,4.8,31.03,00:00.0,00:00.0,no,delivered,4,117.09
3247,xpressbees,groceries,truck,same day,central,rainy,3.6,18.11,00:00.0,00:00.0,no,delivered,4,168.83
3248,delhivery,furniture,ev bike,standard,south,stormy,214.4,11.91,00:00.0,00:00.0,no,delivered,4,1107.73
3249,blue dart,documents,bike,two day,central,cold,166.7,40.87,00:00.0,00:00.0,no,delivered,5,956.11
3250,dhl,pharmacy,scooter,two day,east,cold,240.1,29.85,00:00.0,00:00.0,no,delivered,3,1290.05
3251,dhl,furniture,truck,express,south,stormy,113.9,44.49,00:00.0,00:00.0,yes,failed,2,752.97
3252,xpressbees,automobile parts,bike,same day,north,clear,46.6,22.49,00:00.0,00:00.0,no,delivered,4,400.47
3253,blue dart,fragile items,ev bike,express,central,cold,193.4,29.38,00:00.0,00:00.0,yes,delayed,2,1105.14
3254,dhl,documents,scooter,express,west,cold,156.7,43.26,00:00.0,00:00.0,yes,delayed,2,963.28
3255,ekart,electronics,van,express,east,cold,90.2,21.76,00:00.0,00:00.0,yes,delayed,2,566.28
3256,blue dart,pharmacy,scooter,express,west,hot,140.2,36.86,00:00.0,00:00.0,yes,failed,2,861.58
3257,blue dart,groceries,truck,express,west,clear,165,12.26,00:00.0,00:00.0,no,delivered,5,911.78
3258,blue dart,automobile parts,bike,standard,east,stormy,62.6,0.96,00:00.0,00:00.0,no,delivered,4,315.88
3259,shadowfax,groceries,ev bike,same day,south,rainy,220.4,31.16,00:00.0,00:00.0,no,delivered,4,1295.48
3260,dhl,documents,ev van,standard,east,hot,182.6,15.98,00:00.0,00:00.0,no,delivered,4,960.94
3261,dhl,groceries,ev bike,two day,west,clear,20.7,10.67,00:00.0,00:00.0,no,delivered,3,135.51
3262,fedex,fragile items,scooter,two day,north,clear,150.7,48.58,00:00.0,00:00.0,no,delivered,5,899.24
3263,xpressbees,clothing,scooter,standard,north,hot,81.7,11.9,00:00.0,00:00.0,no,delivered,5,444.2
3264,amazon logistics,automobile parts,scooter,standard,central,rainy,266.7,45.86,00:00.0,00:00.0,no,delivered,4,1471.08
3265,fedex,documents,truck,express,east,clear,135.7,32.06,00:00.0,00:00.0,yes,delayed,2,824.68
3266,shadowfax,fragile items,ev van,standard,west,clear,43.9,6.95,00:00.0,00:00.0,no,delivered,3,240.35
3267,xpressbees,furniture,ev van,express,east,rainy,200.1,43.87,00:00.0,00:00.0,yes,failed,1,1182.11
3268,xpressbees,pharmacy,ev van,two day,central,foggy,80,5.42,00:00.0,00:00.0,no,delivered,5,416.26
3269,blue dart,clothing,ev bike,express,south,hot,287.8,32.49,00:00.0,00:00.0,yes,failed,2,1586.47
3270,ecom express,cosmetics,scooter,two day,north,stormy,11.5,17.76,00:00.0,00:00.0,no,delivered,4,110.78
3271,blue dart,pharmacy,van,standard,west,foggy,40.2,10.5,00:00.0,00:00.0,no,delivered,5,232.5
3272,dhl,furniture,scooter,same day,south,cold,297.1,22.12,00:00.0,00:00.0,no,delivered,4,1632.7206
3273,shadowfax,furniture,bike,same day,west,hot,284.5,8.55,00:00.0,00:00.0,yes,delayed,2,1548.15
3274,dhl,pharmacy,ev bike,standard,east,foggy,19.2,45.81,00:00.0,00:00.0,no,delivered,4,233.43
3275,ekart,furniture,truck,express,south,cold,114.3,31.22,00:00.0,00:00.0,no,delivered,5,715.16
3276,ecom express,automobile parts,ev van,express,east,hot,282.2,26.8,00:00.0,00:00.0,no,delivered,5,1541.4
3277,delhivery,electronics,ev van,same day,east,foggy,82,34.7,00:00.0,00:00.0,no,delivered,4,614.1
3278,ekart,documents,truck,two day,east,foggy,258,44.81,00:00.0,00:00.0,no,delivered,5,1424.43
3279,ecom express,fragile items,bike,same day,south,clear,156.8,33.95,00:00.0,00:00.0,yes,delayed,2,985.85
3280,xpressbees,fragile items,van,same day,south,hot,242.5,47.56,00:00.0,00:00.0,yes,delayed,2,1455.18
3281,delhivery,groceries,van,same day,south,stormy,199.4,14.51,00:00.0,00:00.0,yes,failed,1,1140.53
3282,xpressbees,furniture,ev bike,two day,east,clear,241.5,47.85,00:00.0,00:00.0,no,delivered,3,1351.05
3283,ecom express,electronics,truck,same day,central,clear,104,34.33,00:00.0,00:00.0,no,delivered,4,722.99
3284,delhivery,clothing,ev bike,express,south,clear,295.4,17.09,00:00.0,00:00.0,yes,failed,1,1578.27
3285,dhl,automobile parts,bike,standard,west,clear,119.3,31.21,00:00.0,00:00.0,no,delivered,4,690.13
3286,fedex,pharmacy,bike,two day,north,rainy,12.4,33.99,00:00.0,00:00.0,no,delivered,5,163.97
3287,blue dart,electronics,ev van,two day,north,hot,230.6,20.32,00:00.0,00:00.0,no,delivered,4,1213.96
3288,blue dart,fragile items,van,two day,west,cold,66.1,27.37,00:00.0,00:00.0,no,delivered,3,412.61
3289,blue dart,groceries,ev bike,same day,west,foggy,28.7,5.69,00:00.0,00:00.0,no,delivered,5,260.57
3290,blue dart,pharmacy,ev van,express,west,stormy,205.8,12.71,00:00.0,00:00.0,yes,delayed,2,1117.13
3291,dhl,fragile items,bike,same day,east,stormy,234.1,0.67,00:00.0,00:00.0,yes,delayed,2,1272
3292,fedex,fragile items,ev bike,express,south,stormy,190.3,10.08,00:00.0,00:00.0,yes,delayed,3,1031.74
3293,ekart,clothing,scooter,two day,north,hot,74.3,47.34,00:00.0,00:00.0,no,delivered,4,513.52
3294,ekart,groceries,bike,standard,central,clear,63.7,15.17,00:00.0,00:00.0,no,delivered,4,364.01
3295,blue dart,documents,scooter,two day,north,stormy,94.6,27.61,00:00.0,00:00.0,no,delivered,4,555.83
3296,amazon logistics,automobile parts,ev bike,same day,central,foggy,206.7,29.72,00:00.0,00:00.0,yes,delayed,3,1222.66
3297,blue dart,fragile items,bike,two day,south,hot,18.7,35.53,00:00.0,00:00.0,no,delivered,5,200.09
3298,ecom express,pharmacy,ev bike,standard,east,cold,258.5,22.51,00:00.0,00:00.0,no,delivered,4,1360.03
3299,fedex,electronics,van,same day,north,foggy,288.9,6.93,00:00.0,00:00.0,yes,delayed,2,1565.29
3300,amazon logistics,fragile items,scooter,express,west,stormy,265.6,30.76,00:00.0,00:00.0,yes,failed,2,1470.28
3301,shadowfax,pharmacy,scooter,same day,east,rainy,127.6,32.16,00:00.0,00:00.0,no,delivered,4,834.48
3302,ekart,documents,van,same day,east,clear,158.6,20.56,00:00.0,00:00.0,no,delivered,4,954.68
3303,shadowfax,groceries,van,same day,north,clear,154.7,49.52,00:00.0,00:00.0,no,delivered,4,1022.12
3304,ekart,furniture,scooter,same day,south,cold,179.5,18.79,00:00.0,00:00.0,yes,delayed,3,1053.87
3305,blue dart,documents,truck,standard,east,rainy,256.6,1.47,00:00.0,00:00.0,no,delivered,5,1287.41
3306,ekart,automobile parts,ev van,express,north,clear,259.8,7.68,00:00.0,00:00.0,no,delivered,4,1372.04
3307,ekart,automobile parts,van,express,west,rainy,94,47.33,00:00.0,00:00.0,yes,delayed,2,661.99
3308,blue dart,electronics,scooter,two day,south,stormy,34.2,37.35,00:00.0,00:00.0,no,delivered,5,283.05
3309,delhivery,automobile parts,truck,same day,west,foggy,167.2,42.04,00:00.0,00:00.0,no,delivered,3,1062.12
3310,ecom express,groceries,ev bike,standard,north,clear,12.5,48.2,00:00.0,00:00.0,no,delivered,4,207.1
3311,fedex,fragile items,truck,express,north,foggy,203.6,35.24,00:00.0,00:00.0,yes,delayed,2,1173.72
3312,dhl,fragile items,truck,same day,central,cold,214.2,8.63,00:00.0,00:00.0,no,delivered,4,1196.89
3313,ecom express,pharmacy,ev bike,express,south,foggy,201.7,42.34,00:00.0,00:00.0,yes,delayed,2,1185.52
3314,ekart,cosmetics,ev van,same day,central,cold,78.3,10.27,00:00.0,00:00.0,no,delivered,3,522.31
3315,dhl,cosmetics,bike,two day,west,foggy,223,34.38,00:00.0,00:00.0,no,delivered,4,1218.14
3316,amazon logistics,fragile items,ev van,same day,east,rainy,88.5,1.83,00:00.0,00:00.0,no,delivered,4,547.99
3317,shadowfax,groceries,ev van,same day,west,stormy,127.9,17.13,00:00.0,00:00.0,no,delivered,4,790.89
3318,dhl,cosmetics,ev van,same day,east,cold,210,25.94,00:00.0,00:00.0,no,delivered,5,1227.82
3319,ekart,automobile parts,van,express,south,hot,93.8,34.98,00:00.0,00:00.0,yes,delayed,2,623.94
3320,delhivery,automobile parts,ev van,same day,central,cold,266.2,42.67,00:00.0,00:00.0,no,delivered,3,1559.01
3321,delhivery,clothing,bike,standard,north,clear,98.5,3.14,00:00.0,00:00.0,no,delivered,4,501.92
3322,blue dart,furniture,van,two day,west,hot,258.2,41.04,00:00.0,00:00.0,no,delivered,5,1414.12
3323,amazon logistics,furniture,ev van,express,west,clear,282.1,37.45,00:00.0,00:00.0,yes,delayed,3,1572.85
3324,shadowfax,pharmacy,scooter,two day,north,hot,113,40.82,00:00.0,00:00.0,no,delivered,4,687.46
3325,dhl,pharmacy,ev bike,express,west,rainy,16.4,26.39,00:00.0,00:00.0,yes,delayed,3,211.17
3326,amazon logistics,fragile items,scooter,two day,central,hot,76.9,29.38,00:00.0,00:00.0,no,delivered,5,472.64
3327,blue dart,furniture,truck,same day,south,foggy,231.3,5.81,00:00.0,00:00.0,yes,delayed,2,1273.93
3328,blue dart,cosmetics,truck,two day,east,clear,29.5,40.94,00:00.0,00:00.0,no,delivered,5,270.32
3329,dhl,automobile parts,ev van,express,south,hot,262.8,7.45,00:00.0,00:00.0,no,delivered,5,1386.35
3330,ecom express,electronics,van,same day,north,foggy,180,30.04,00:00.0,00:00.0,no,delivered,5,1090.12
3331,shadowfax,pharmacy,ev bike,same day,north,clear,239.3,14.68,00:00.0,00:00.0,no,delivered,5,1340.54
3332,amazon logistics,groceries,van,same day,north,rainy,228,5.96,00:00.0,00:00.0,no,delivered,4,1257.88
3333,ekart,automobile parts,van,express,west,rainy,226.2,11.64,00:00.0,00:00.0,yes,delayed,2,1215.92
3334,amazon logistics,furniture,bike,express,west,rainy,8.3,0.9,00:00.0,00:00.0,yes,delayed,3,95.6674
3335,delhivery,pharmacy,bike,standard,north,foggy,221.9,12.31,00:00.0,00:00.0,no,delivered,4,1146.43
3336,ekart,cosmetics,ev bike,same day,north,foggy,203.6,21.82,00:00.0,00:00.0,yes,delayed,3,1183.46
3337,fedex,documents,bike,express,central,rainy,180.9,29.3,00:00.0,00:00.0,yes,delayed,3,1042.4
3338,delhivery,furniture,bike,standard,central,rainy,257.2,8.05,00:00.0,00:00.0,no,delivered,5,1310.15
3339,amazon logistics,cosmetics,scooter,express,east,hot,159.2,14.38,00:00.0,00:00.0,no,delivered,4,889.14
3340,amazon logistics,cosmetics,van,express,west,stormy,171.6,33.7,00:00.0,00:00.0,yes,failed,1,1009.1
3341,fedex,documents,bike,same day,south,rainy,155.8,10.16,00:00.0,00:00.0,no,delivered,5,909.48
3342,ekart,fragile items,truck,two day,north,foggy,223.6,16.13,00:00.0,00:00.0,no,delivered,5,1166.39
3343,delhivery,clothing,ev bike,two day,central,cold,279.2,28.16,00:00.0,00:00.0,no,delivered,5,1480.48
3344,shadowfax,documents,truck,same day,south,clear,180.2,23.91,00:00.0,00:00.0,no,delivered,5,1072.73
3345,fedex,fragile items,truck,two day,south,cold,106.7,19.02,00:00.0,00:00.0,no,delivered,4,590.56
3346,xpressbees,pharmacy,ev van,standard,east,clear,154,33.81,00:00.0,00:00.0,no,delivered,5,871.43
3347,shadowfax,furniture,ev van,two day,west,rainy,283.8,14.27,00:00.0,00:00.0,no,delivered,5,1461.81
3348,blue dart,pharmacy,truck,same day,north,stormy,55.8,19.59,00:00.0,00:00.0,yes,failed,1,437.77
3349,blue dart,automobile parts,bike,express,east,rainy,272,27.64,00:00.0,00:00.0,yes,delayed,3,1492.92
3350,amazon logistics,documents,ev bike,express,east,cold,249.7,21.11,00:00.0,00:00.0,yes,delayed,2,1361.83
3351,blue dart,documents,ev bike,express,west,hot,111.2,17.12,00:00.0,00:00.0,no,delivered,5,657.36
3352,ecom express,furniture,scooter,two day,central,stormy,263.4,47.91,00:00.0,00:00.0,yes,delayed,2,1460.73
3353,delhivery,fragile items,bike,express,west,foggy,225,13.31,00:00.0,00:00.0,yes,delayed,3,1214.93
3354,xpressbees,furniture,bike,standard,west,cold,284.6,17.14,00:00.0,00:00.0,no,delivered,5,1474.42
3355,ecom express,cosmetics,scooter,two day,central,foggy,153.1,5.44,00:00.0,00:00.0,no,delivered,3,781.82
3356,dhl,fragile items,ev bike,same day,east,cold,215.3,49.34,00:00.0,00:00.0,yes,failed,1,1324.52
3357,delhivery,automobile parts,ev van,express,north,cold,106.6,40.85,00:00.0,00:00.0,yes,delayed,3,705.55
3358,amazon logistics,furniture,bike,same day,central,hot,115.4,10.35,00:00.0,00:00.0,no,delivered,3,708.05
3359,blue dart,furniture,van,express,central,hot,54.9,10.13,00:00.0,00:00.0,yes,delayed,2,354.89
3360,fedex,electronics,ev van,same day,central,stormy,173.1,19.37,00:00.0,00:00.0,no,delivered,5,1023.61
3361,ecom express,electronics,bike,standard,central,cold,3.6,21.53,00:00.0,00:00.0,no,delivered,4,95.6674
3362,xpressbees,furniture,ev van,express,central,stormy,275.7,20.48,00:00.0,00:00.0,yes,failed,2,1489.94
3363,delhivery,cosmetics,bike,express,west,cold,100.1,21.15,00:00.0,00:00.0,yes,failed,1,613.95
3364,amazon logistics,fragile items,scooter,two day,north,rainy,187.1,16.5,00:00.0,00:00.0,no,delivered,4,985
3365,blue dart,groceries,bike,two day,west,foggy,292.3,10.47,00:00.0,00:00.0,no,delivered,4,1492.91
3366,xpressbees,pharmacy,ev bike,two day,north,clear,126.1,13.63,00:00.0,00:00.0,no,delivered,5,671.39
3367,shadowfax,fragile items,van,express,north,clear,22.4,14.89,00:00.0,00:00.0,no,delivered,5,206.67
3368,ekart,documents,van,express,west,rainy,113.2,27.45,00:00.0,00:00.0,yes,delayed,2,698.35
3369,dhl,clothing,truck,same day,central,cold,294.2,4.03,00:00.0,00:00.0,no,delivered,4,1583.09
3370,blue dart,automobile parts,scooter,express,south,rainy,287.4,8.92,00:00.0,00:00.0,yes,delayed,2,1513.76
3371,ecom express,furniture,ev bike,same day,north,hot,205,27.42,00:00.0,00:00.0,no,delivered,4,1207.26
3372,ekart,clothing,van,same day,east,rainy,204.3,16.06,00:00.0,00:00.0,no,delivered,4,1169.68
3373,ekart,documents,ev bike,two day,south,hot,145.5,28.99,00:00.0,00:00.0,no,delivered,5,814.47
3374,fedex,documents,truck,express,central,rainy,151.9,41.9,00:00.0,00:00.0,yes,delayed,2,935.2
3375,xpressbees,clothing,ev bike,standard,north,foggy,166.4,43.38,00:00.0,00:00.0,no,delivered,5,962.14
3376,fedex,groceries,ev van,express,central,hot,119.5,6.29,00:00.0,00:00.0,yes,delayed,3,666.37
3377,fedex,fragile items,truck,two day,south,cold,245.3,12.29,00:00.0,00:00.0,no,delivered,4,1263.37
3378,shadowfax,cosmetics,scooter,express,south,foggy,272.6,35.49,00:00.0,00:00.0,yes,delayed,2,1519.47
3379,amazon logistics,automobile parts,ev bike,express,west,stormy,258.9,26.82,00:00.0,00:00.0,yes,failed,1,1424.96
3380,dhl,fragile items,ev bike,express,central,stormy,85.5,4.02,00:00.0,00:00.0,yes,delayed,2,489.56
3381,amazon logistics,documents,van,express,east,foggy,61.1,45.08,00:00.0,00:00.0,yes,failed,2,490.74
3382,amazon logistics,electronics,van,two day,east,foggy,292.7,33.3,00:00.0,00:00.0,no,delivered,5,1563.4
3383,ecom express,clothing,ev van,same day,west,cold,47.9,1,00:00.0,00:00.0,no,delivered,5,342.5
3384,ecom express,fragile items,scooter,two day,west,foggy,112.6,13.6,00:00.0,00:00.0,no,delivered,4,603.8
3385,amazon logistics,groceries,bike,standard,west,hot,16,49.07,00:00.0,00:00.0,no,delivered,3,227.21
3386,ekart,cosmetics,truck,same day,north,foggy,63.8,21.75,00:00.0,00:00.0,no,delivered,4,484.25
3387,xpressbees,furniture,bike,standard,central,stormy,128.8,11.12,00:00.0,00:00.0,no,delivered,3,677.36
3388,xpressbees,automobile parts,ev bike,standard,north,stormy,19.3,9.03,00:00.0,00:00.0,no,delivered,4,123.59
3389,ekart,furniture,ev van,two day,south,rainy,172.7,6.5,00:00.0,00:00.0,no,delivered,4,883
3390,xpressbees,automobile parts,ev bike,express,west,rainy,129.7,35.22,00:00.0,00:00.0,yes,delayed,3,804.16
3391,ekart,documents,scooter,express,south,hot,129.8,35.71,00:00.0,00:00.0,yes,delayed,2,806.13
3392,fedex,cosmetics,ev van,standard,east,cold,229,35.45,00:00.0,00:00.0,no,delivered,4,1251.35
3393,amazon logistics,furniture,bike,standard,north,hot,119.2,45.28,00:00.0,00:00.0,no,delivered,5,731.84
3394,blue dart,clothing,bike,same day,central,stormy,21.5,43.49,00:00.0,00:00.0,no,delivered,4,337.97
3395,dhl,documents,scooter,same day,south,cold,205.3,3.27,00:00.0,00:00.0,no,delivered,5,1136.31
3396,amazon logistics,documents,truck,same day,north,hot,209.5,8.79,00:00.0,00:00.0,no,delivered,4,1173.87
3397,fedex,clothing,ev bike,standard,north,cold,154.6,7.19,00:00.0,00:00.0,no,delivered,5,794.57
3398,ecom express,automobile parts,scooter,two day,north,foggy,3.6,17.56,00:00.0,00:00.0,no,delivered,5,95.6674
3399,delhivery,clothing,ev van,standard,west,hot,284.7,18.27,00:00.0,00:00.0,no,delivered,5,1478.31
3400,xpressbees,pharmacy,ev bike,express,north,cold,91.9,42.57,00:00.0,00:00.0,yes,delayed,2,637.21
3401,amazon logistics,pharmacy,scooter,same day,east,hot,92.5,25.59,00:00.0,00:00.0,no,delivered,4,639.27
3402,ecom express,furniture,bike,standard,west,foggy,56.3,35.22,00:00.0,00:00.0,no,delivered,3,387.16
3403,blue dart,pharmacy,ev bike,same day,south,hot,191.4,6.59,00:00.0,00:00.0,yes,delayed,3,1076.77
3404,ecom express,automobile parts,scooter,same day,west,cold,179,7.37,00:00.0,00:00.0,no,delivered,3,1017.11
3405,dhl,automobile parts,scooter,same day,south,stormy,266.7,4.04,00:00.0,00:00.0,yes,delayed,2,1445.62
3406,dhl,fragile items,ev bike,express,east,rainy,188,8.64,00:00.0,00:00.0,yes,delayed,3,1015.92
3407,dhl,furniture,scooter,two day,north,rainy,82.2,12.55,00:00.0,00:00.0,no,delivered,5,448.65
3408,shadowfax,cosmetics,van,standard,north,cold,235.7,28.77,00:00.0,00:00.0,no,delivered,4,1264.81
3409,shadowfax,clothing,ev van,same day,north,rainy,87.6,33.06,00:00.0,00:00.0,no,delivered,5,637.18
3410,fedex,fragile items,ev bike,express,north,cold,268.9,37.47,00:00.0,00:00.0,no,delivered,5,1506.91
3411,delhivery,clothing,truck,express,south,stormy,32.8,38.85,00:00.0,00:00.0,yes,failed,1,330.55
3412,ecom express,clothing,ev van,standard,south,rainy,127.9,9.76,00:00.0,00:00.0,no,delivered,3,668.78
3413,blue dart,fragile items,ev bike,same day,south,rainy,294,3.91,00:00.0,00:00.0,yes,delayed,3,1581.73
3414,delhivery,cosmetics,van,standard,north,clear,227,20.56,00:00.0,00:00.0,no,delivered,4,1196.68
3415,shadowfax,clothing,truck,express,west,stormy,104,47.46,00:00.0,00:00.0,yes,delayed,2,712.38
3416,dhl,automobile parts,truck,express,central,hot,223.8,24.9,00:00.0,00:00.0,no,delivered,5,1243.7
3417,shadowfax,clothing,van,standard,west,hot,5.5,39.96,00:00.0,00:00.0,no,delivered,5,147.38
3418,amazon logistics,electronics,ev van,two day,north,stormy,6.3,44.78,00:00.0,00:00.0,no,delivered,5,165.84
3419,delhivery,automobile parts,truck,express,west,stormy,122.1,27.5,00:00.0,00:00.0,yes,delayed,3,743
3420,ekart,documents,ev bike,two day,south,rainy,287.6,10.89,00:00.0,00:00.0,no,delivered,3,1470.67
3421,fedex,documents,van,same day,south,hot,170.5,37.9,00:00.0,00:00.0,no,delivered,4,1066.2
3422,amazon logistics,fragile items,scooter,express,west,stormy,31.2,29.78,00:00.0,00:00.0,yes,delayed,3,295.34
3423,shadowfax,pharmacy,bike,same day,south,cold,173.7,48.29,00:00.0,00:00.0,no,delivered,4,1113.37
3424,dhl,furniture,ev bike,express,central,cold,270.8,29.93,00:00.0,00:00.0,yes,delayed,2,1493.79
3425,shadowfax,automobile parts,truck,express,central,cold,172.7,45.63,00:00.0,00:00.0,yes,delayed,3,1050.39
3426,ecom express,electronics,truck,two day,west,cold,85.7,22.28,00:00.0,00:00.0,no,delivered,5,495.34
3427,fedex,automobile parts,bike,same day,east,hot,292,49.48,00:00.0,00:00.0,yes,delayed,2,1632.7206
3428,amazon logistics,documents,ev bike,two day,south,rainy,282.4,21.54,00:00.0,00:00.0,no,delivered,3,1476.62
3429,amazon logistics,pharmacy,scooter,two day,west,rainy,141.9,11.2,00:00.0,00:00.0,no,delivered,4,743.1
3430,ekart,documents,truck,two day,east,hot,251.4,26.03,00:00.0,00:00.0,no,delivered,3,1335.09
3431,ekart,documents,van,express,west,rainy,92.8,1.02,00:00.0,00:00.0,yes,delayed,2,517.06
3432,xpressbees,documents,scooter,express,north,stormy,67,36.63,00:00.0,00:00.0,yes,delayed,3,494.89
3433,blue dart,pharmacy,bike,two day,south,hot,136,36.27,00:00.0,00:00.0,no,delivered,5,788.81
3434,dhl,fragile items,ev bike,two day,north,rainy,267.1,43.29,00:00.0,00:00.0,no,delivered,5,1465.37
3435,ekart,clothing,bike,express,east,clear,229.9,36.07,00:00.0,00:00.0,yes,failed,2,1307.71
3436,shadowfax,pharmacy,bike,same day,west,clear,297.1,1.99,00:00.0,00:00.0,yes,delayed,3,1599.97
3437,ekart,fragile items,scooter,same day,north,hot,236.6,44.46,00:00.0,00:00.0,no,delivered,5,1416.38
3438,shadowfax,cosmetics,ev van,standard,central,clear,236,26.79,00:00.0,00:00.0,no,delivered,4,1260.37
3439,ecom express,automobile parts,ev bike,standard,central,hot,254,30.53,00:00.0,00:00.0,no,delivered,3,1361.59
3440,amazon logistics,electronics,ev bike,standard,south,clear,14.2,20.83,00:00.0,00:00.0,no,delivered,4,133.49
3441,ecom express,groceries,scooter,express,north,hot,214.4,21.37,00:00.0,00:00.0,no,delivered,3,1186.11
3442,delhivery,groceries,ev van,two day,west,stormy,24.4,19.04,00:00.0,00:00.0,no,delivered,5,179.12
3443,fedex,furniture,bike,express,west,rainy,150.1,39.82,00:00.0,00:00.0,yes,delayed,3,919.96
3444,blue dart,documents,bike,two day,west,rainy,143.9,0.67,00:00.0,00:00.0,no,delivered,5,720.55
3445,ecom express,documents,van,express,north,stormy,226.4,9.24,00:00.0,00:00.0,yes,delayed,3,1209.72
